gx,gy,gz,x,y,z
-2,-1,-1,63,6,-1
-2,-1,-1,63,5,0
-2,-1,-1,63,5,-1
-2,-1,-1,63,6,0
-2,-1,-1,63,5,0
-2,-1,-1,62,5,0
-2,-1,-1,62,5,0
-2,-1,-1,64,6,-1
-2,-1,-1,64,5,-1
-2,0,0,64,6,-1
-3,0,0,64,5,-1
-2,0,0,63,5,0
-3,0,0,63,6,1
-3,0,-1,63,7,0
-3,0,-1,64,6,1
-3,0,0,64,7,2
-3,0,0,63,5,0
-3,0,0,63,5,1
-3,0,0,63,6,2
-3,-1,0,62,5,0
-3,-1,0,61,5,0
-2,-1,-1,61,6,2
-2,-1,-1,62,5,0
-2,-1,-1,63,5,1
-2,-1,-1,63,6,1
-2,-1,-1,62,6,1
-2,-2,-1,63,7,1
-3,-2,-1,65,7,0
-3,-1,-1,66,4,-1
-4,-1,-1,64,9,1
-4,0,-1,63,8,0
-4,-1,-1,65,5,-4
-4,0,0,66,10,4
-6,0,0,62,9,2
-6,0,0,61,7,-1
-5,-1,-1,62,7,-3
-4,-1,-1,62,7,1
-4,-1,-1,63,7,0
-4,-1,-1,64,7,-2
-3,-1,-1,63,8,0
-2,-1,0,62,9,3
-3,-1,0,61,8,2
-3,-1,0,61,6,-1
-3,-1,0,62,5,-1
-3,0,0,62,6,-1
-3,0,-1,61,7,2
-3,0,-1,62,6,1
-3,0,-1,64,7,0
-2,0,-1,63,8,2
-2,-1,0,61,8,3
-2,-1,-1,62,8,1
-2,-1,0,63,8,1
-2,-1,0,64,7,1
-2,0,-1,64,8,1
-3,0,-1,63,8,2
-3,0,-1,62,9,4
-3,-1,-1,61,9,3
-4,0,-2,64,6,-2
-3,0,-2,67,8,-1
-3,0,-1,63,10,5
-3,0,0,61,9,3
-3,0,-1,63,9,2
-2,0,-1,64,9,3
-2,0,0,62,10,5
-3,0,0,62,10,4
-3,0,0,64,9,2
-3,0,0,64,8,1
-2,0,-1,63,9,3
-2,0,-1,61,9,5
-2,0,-1,62,9,6
-2,0,-1,63,8,4
-2,0,-1,64,9,5
-2,0,0,63,10,6
-2,0,0,62,9,6
-2,-1,0,62,11,9
-4,0,0,61,10,9
-4,0,-1,63,8,4
-3,0,-1,62,10,7
-4,0,-1,60,9,9
-4,-1,0,62,6,2
-3,-1,0,64,7,2
-2,-1,0,63,9,8
-2,-1,0,61,9,8
-3,-1,-1,61,7,4
-2,-1,-1,64,9,6
-2,-1,0,63,10,10
-4,-1,0,61,7,7
-3,-1,0,61,6,3
-3,-2,0,61,6,5
-3,-1,0,66,10,7
-3,0,-1,65,8,4
-3,0,-1,63,5,1
-2,-1,0,62,7,6
-2,-1,0,62,10,8
-3,-1,-1,64,6,2
-2,-1,-1,65,7,3
-2,-1,0,63,8,9
-2,-1,0,60,9,8
-2,-1,-1,61,10,9
-3,0,-1,62,8,7
-3,-1,-1,64,8,4
-3,-1,-1,64,9,5
-3,-1,-1,63,10,9
-3,-1,-1,63,7,4
-3,-1,-1,63,8,5
-2,-1,0,61,9,8
-3,-1,-1,61,9,9
-3,0,-1,62,8,6
-3,0,-1,63,7,5
-3,-1,-1,64,8,5
-3,-1,-1,63,10,8
-3,-1,-1,63,7,4
-3,-1,-1,64,8,5
-2,-1,0,63,10,9
-3,-1,0,60,9,9
-3,-1,-1,60,7,6
-3,-1,-1,62,8,6
-3,-1,-1,64,8,5
-2,-1,-1,63,9,6
-2,-1,0,62,9,8
-3,-1,0,64,9,6
-3,-1,0,65,11,9
-3,-1,0,62,7,4
-3,-1,0,64,7,3
-2,-1,0,65,9,6
-3,-1,0,63,7,4
-2,-1,0,64,7,4
-2,-1,0,64,9,8
-3,-1,0,61,6,5
-3,-1,0,62,5,3
-2,-1,0,64,7,6
-2,0,0,63,6,5
-2,-1,0,62,5,4
-2,-1,0,62,8,8
-2,-1,0,62,8,9
-3,-1,0,62,5,3
-2,-1,0,64,6,4
-2,-1,0,63,8,9
-3,-1,0,62,5,5
-2,-1,0,63,5,4
-2,-1,0,63,7,7
-2,-1,0,63,8,9
-3,-1,0,63,6,4
-3,-1,0,64,4,1
-2,-1,0,64,7,7
-3,-1,0,63,8,9
-3,-1,0,62,4,4
-3,-1,0,64,5,3
-3,-1,0,65,6,5
-3,-1,0,64,5,4
-3,-1,0,63,4,5
-3,-2,0,61,2,2
-3,-2,0,62,2,1
-2,-1,0,63,5,5
-3,-1,-1,63,4,4
-3,-1,-1,64,2,-2
-2,-1,0,64,5,3
