gx,gy,gz,x,y,z
-1,-1,-1,-65,-4,12
-1,-1,-1,-64,-4,12
-1,-1,-1,-64,-4,13
-1,-1,-1,-63,-3,12
-1,-1,-1,-64,-3,12
-1,-1,-1,-64,-3,12
-1,-1,-1,-65,-4,12
0,0,0,-65,-5,13
0,-1,-1,-64,-4,12
0,-1,-1,-65,-4,12
0,-1,-1,-64,-3,12
-1,0,0,-63,-3,12
-1,0,-1,-64,-3,13
-1,0,0,-64,-4,13
-1,0,0,-63,-4,13
-1,0,0,-64,-4,13
0,0,0,-64,-4,12
0,0,0,-62,-5,13
1,0,-1,-63,-5,13
1,0,-1,-64,-5,12
1,0,-1,-64,-5,12
1,0,-1,-64,-4,12
2,1,-1,-64,-4,11
1,1,-1,-64,-4,11
1,0,-1,-64,-3,10
1,0,-1,-64,-4,9
1,0,-1,-65,-4,9
1,0,-1,-65,-2,9
1,0,-1,-64,-3,10
1,0,-1,-65,-4,9
2,0,-1,-65,-4,9
2,0,-1,-66,-4,10
2,0,-1,-66,-4,9
1,0,-1,-66,-4,9
1,-1,-1,-65,-4,11
1,-1,-1,-65,-4,12
1,-1,-1,-66,-4,11
1,-1,-1,-64,-4,11
0,-1,-1,-64,-4,11
0,-1,-1,-65,-4,11
0,-1,-1,-64,-4,11
0,-1,-1,-64,-4,11
0,-1,-1,-64,-4,12
0,-1,0,-64,-4,12
0,-1,0,-63,-5,11
0,-1,0,-64,-4,12
0,-1,0,-63,-3,12
0,-1,0,-64,-4,12
0,-1,0,-64,-5,12
0,-1,0,-64,-3,12
0,-1,0,-64,-3,12
0,-1,0,-64,-2,12
1,-2,0,-64,-2,13
1,-2,1,-64,-2,13
1,-2,0,-65,-2,12
1,-2,0,-65,-1,14
1,-2,0,-64,-1,14
1,-2,0,-64,-1,14
2,-1,0,-63,-1,15
1,-1,0,-62,-1,17
1,-1,0,-63,-1,17
1,-1,0,-63,-1,17
1,-1,0,-63,0,17
1,-1,-1,-63,0,18
1,-1,-1,-63,0,18
1,-1,-1,-64,0,17
1,-1,-1,-63,0,17
1,0,-1,-63,0,17
1,-1,-1,-63,1,18
1,-1,-1,-62,0,17
1,-1,-1,-62,1,17
1,-1,0,-62,1,17
1,-1,0,-61,1,18
1,-1,0,-62,2,19
1,-1,0,-63,2,18
1,-1,0,-62,1,16
2,-1,0,-62,3,18
2,-1,0,-62,5,19
2,0,0,-62,3,20
2,0,0,-61,3,19
2,-1,0,-63,5,20
2,-1,0,-62,5,20
2,0,0,-62,5,21
1,0,0,-62,5,19
1,0,0,-63,6,19
1,0,0,-62,6,19
1,1,0,-63,6,19
1,1,-1,-63,7,18
1,0,0,-63,7,17
1,0,0,-63,6,15
1,1,-1,-63,7,15
1,1,-1,-63,7,15
1,1,-1,-62,6,15
1,1,-1,-62,6,15
1,1,-1,-63,7,14
1,0,-1,-63,7,14
1,0,-1,-63,6,15
1,0,-1,-63,7,14
0,0,-1,-62,6,13
0,0,-1,-64,6,13
0,0,-1,-64,6,14
0,0,-1,-64,6,13
0,0,-1,-64,5,12
0,1,-1,-64,6,12
0,1,-1,-64,5,12
0,0,-1,-64,5,12
0,0,-1,-65,5,12
0,1,-1,-64,5,11
0,1,-1,-64,5,10
0,1,-1,-64,4,9
0,1,-1,-64,5,9
0,1,-1,-64,4,8
0,2,-1,-64,4,9
0,2,-1,-63,4,8
0,2,-1,-64,3,6
0,2,-1,-64,4,6
0,2,-1,-64,3,6
0,1,-1,-65,4,6
-1,1,-1,-64,2,4
-1,2,-2,-65,3,3
-1,1,-1,-64,2,3
-1,1,-2,-64,2,1
-1,2,-1,-64,2,1
-1,1,-1,-65,1,1
-1,1,-1,-64,1,0
-1,1,-1,-64,1,-1
-1,2,-1,-65,1,-1
-1,1,-1,-64,1,-1
-1,2,-1,-64,0,-2
-1,2,-1,-65,0,-3
-1,2,-1,-65,0,-4
-1,2,-1,-65,0,-5
-1,2,-1,-65,0,-6
-1,1,-1,-64,0,-6
-1,1,-1,-65,0,-7
-1,1,-1,-65,0,-7
-1,1,0,-64,-1,-7
-1,1,0,-64,0,-8
